,price,accommodates,review_scores_location,host_is_superhost_t,host_has_profile_pic_t,host_identity_verified_t,instant_bookable_t,bathroom_type_shared,bathrooms,host_response_rate,distance_from_city_center_km
2568,1128.0,5,4.73,0,1,1,1,0,1.0,1.0,1.538910122447328
2569,2224.0,4,4.62,0,1,1,0,0,1.0,1.0,2.211681704159878
2570,4566.0,8,4.97,0,1,1,1,0,2.0,1.0,1.6285631740413453
2574,1100.0,4,4.69,1,1,1,0,0,1.0,1.0,11.923725242598698
2575,880.0,3,4.77,0,1,0,0,0,1.5,1.0,9.271253422979276
2576,2942.0,6,4.71,0,1,1,1,0,1.0,1.0,1.0530700324391935
2577,1050.0,2,4.61,0,1,1,1,0,1.0,1.0,3.7863640875581592
2580,1548.0,2,4.78,0,1,1,1,0,1.0,1.0,0.3237535437152068
2581,1692.0,4,4.5,0,1,0,0,0,1.0,1.0,1.231083080779176
2582,2490.0,5,4.44,0,1,1,0,0,1.0,1.0,4.307608109833472
2583,1432.0,4,4.83,0,1,1,1,0,1.0,1.0,0.39807038650777005
2584,1299.0,2,4.7,1,1,1,1,0,1.0,1.0,1.5580889028614022
2585,1335.0,4,4.74,1,1,1,1,0,1.0,1.0,1.3580127373811544
2586,1533.0,4,4.85,0,1,1,1,0,1.0,1.0,0.5265334663265826
2587,3675.0,6,4.99,1,1,1,0,0,1.5,1.0,1.7362987283076567
2588,1400.0,3,5.0,1,1,1,0,0,1.0,1.0,1.592752409749021
2589,3191.0,4,4.87,1,1,1,1,0,1.0,1.0,0.20207236964665315
2591,2390.0,6,4.86,0,1,1,0,0,0.0,1.0,0.9483648208063667
2592,1571.0,2,4.57,0,1,1,1,1,1.0,1.0,0.9812240887123342
2594,1569.0,2,4.75,0,1,1,0,0,1.0,1.0,6.129881043037065
2595,1107.0,3,4.94,0,1,1,0,0,1.0,1.0,3.43125647907575
2599,2900.0,7,4.67,0,1,1,0,0,2.0,1.0,1.3442381796082647
2600,1414.0,2,4.87,0,1,1,1,0,1.0,1.0,0.4762115684428563
2601,1436.0,3,4.86,0,1,0,0,0,1.0,1.0,1.2916483431182877
2604,3538.0,6,4.98,0,1,1,0,0,2.0,1.0,1.8911080705855738
2606,3240.0,4,4.98,0,1,1,1,0,1.0,0.98,1.7767257760313349
2607,2956.0,4,4.89,1,1,1,1,0,1.0,1.0,0.2716103328472481
2608,1771.0,2,4.82,1,1,1,0,0,1.0,1.0,3.0659786023794364
2609,3186.0,6,4.95,0,1,1,0,0,1.5,1.0,1.4529713926333196
2610,3229.0,4,4.84,1,1,1,1,0,1.0,1.0,0.16101590075037833
2612,1716.0,2,4.52,0,1,0,0,0,1.0,1.0,3.43175006685487
2613,2243.0,4,4.69,0,1,1,1,0,1.0,1.0,1.0157953453881008
2614,1920.0,3,4.85,0,1,0,0,1,1.0,1.0,1.173316249404522
2615,1029.0,2,4.87,0,1,1,1,1,1.0,0.9,1.4504808436056562
2617,2942.0,2,5.0,1,1,1,1,0,1.0,1.0,2.4742128743891625
2618,3163.0,2,4.85,1,1,1,0,0,1.5,1.0,2.47803041548262
2619,2347.0,4,4.88,0,1,1,1,0,1.0,1.0,1.1657041068785516
2620,2857.0,3,4.81,0,1,1,1,0,1.0,1.0,1.1019444518224815
2621,950.0,5,5.0,0,1,1,0,0,1.0,1.0,5.235826979417108
2622,1047.0,4,4.75,0,1,1,0,0,1.0,1.0,1.0129464509164379
2623,1052.0,4,4.74,0,1,1,0,0,1.0,1.0,0.8595281882279536
2624,1700.0,4,4.76,1,1,1,0,1,1.0,1.0,10.530456340646094
2626,5000.0,5,4.86,0,1,0,0,0,1.0,1.0,2.8073368711123017
2627,1050.0,4,4.81,0,1,1,0,0,1.5,1.0,0.5762959404911563
2628,5900.0,4,4.86,0,1,0,0,0,1.0,1.0,8.114515358113692
2630,7000.0,2,4.67,0,1,1,0,1,1.0,0.0,2.2092887477301972
2631,2589.0,4,4.96,1,1,1,1,0,1.0,1.0,1.2858551399068954
2635,1990.0,5,4.86,0,1,0,0,0,1.0,1.0,3.067932535713954
2636,3021.0,4,5.0,0,1,1,1,0,1.0,1.0,1.6759103768905488
2637,2324.0,3,4.86,0,1,1,1,0,1.0,1.0,0.48459370605395313
2638,909.0,2,4.57,1,1,1,1,0,2.0,1.0,2.290050097001967
2639,2271.0,2,5.0,0,1,1,0,0,1.0,1.0,1.8457358825198973
2640,2883.0,2,4.98,0,1,1,1,0,1.0,1.0,2.622402829982199
2649,2301.0,3,4.95,1,1,1,0,0,1.5,1.0,4.28924095734219
2650,1200.0,2,4.97,0,1,1,1,1,1.0,1.0,1.5263019577684953
2651,2224.0,5,4.76,1,1,1,1,0,1.0,1.0,1.7580889569959572
2653,1681.0,2,4.88,0,1,1,1,0,1.0,1.0,1.6545117489240118
2654,2918.0,3,4.47,0,1,0,0,0,1.0,1.0,3.619988233123293
2655,2918.0,3,4.93,0,1,0,0,0,1.0,1.0,3.666369218138468
2656,4600.0,2,4.86,1,1,1,0,0,1.5,0.86,5.734931956254228
2657,2109.0,4,4.88,1,1,1,1,0,1.0,1.0,1.7689738081665767
2658,980.0,4,4.62,0,1,1,1,0,1.0,1.0,4.108887680206544
2661,2500.0,5,4.86,0,1,1,0,0,1.0,1.0,2.3497603652494545
2662,3714.0,6,4.83,0,1,1,1,0,2.5,1.0,0.5066624495390252
2663,2550.0,6,4.5,0,1,1,1,0,1.0,1.0,0.9533463802493344
2665,3357.0,5,4.82,0,1,1,1,0,1.5,1.0,0.3947081699147507
2666,3536.0,5,4.9,0,1,1,1,0,1.5,1.0,0.5609037181815295
2668,2347.0,6,4.81,0,1,1,0,0,1.5,0.7,1.8615472971767233
2669,3656.0,3,4.53,0,1,1,0,0,1.0,1.0,4.619514755199083
2670,4536.0,6,4.7,1,1,1,1,0,1.5,1.0,3.2354513132542193
2671,2400.0,3,4.85,0,1,1,1,0,1.0,1.0,3.374115165457663
2673,2460.0,3,4.98,1,1,1,1,0,1.5,0.97,2.5705702285535903
2674,3661.0,6,4.75,1,1,1,1,0,1.5,1.0,1.6279153331410217
2675,4904.0,4,4.8,0,1,1,1,0,1.5,1.0,1.1766622657493082
2676,1750.0,2,4.53,1,1,1,1,0,1.0,1.0,2.566882964300273
2677,1400.0,5,4.66,1,1,1,0,0,1.5,1.0,7.283220622357869
2678,1913.0,5,4.94,0,1,1,1,0,1.5,1.0,0.2224290585950927
2679,3107.0,4,4.92,1,0,1,0,0,1.0,1.0,2.128144086642758
2680,1269.0,5,4.71,0,1,1,0,0,1.0,1.0,2.172386455403371
2682,4168.0,4,4.99,1,1,1,1,0,1.0,1.0,1.969065050786879
2683,2157.0,2,4.89,1,0,1,0,0,0.0,1.0,2.206791845939029
2684,1419.0,2,4.96,1,1,1,0,0,1.0,1.0,1.552877440497334
2685,2858.0,6,4.67,0,1,1,0,0,1.0,1.0,0.7639963732467415
2686,1724.0,2,4.9,0,1,1,1,0,1.0,0.97,0.8108931203098341
2687,6378.0,4,4.99,1,1,1,1,0,1.5,1.0,1.996559796838946
2688,1976.0,2,4.9,0,1,1,1,0,1.0,1.0,1.6273720628158883
2689,5264.0,3,4.88,1,1,1,1,0,1.0,1.0,2.039936437953602
2690,2329.0,8,4.67,0,1,1,0,0,2.0,1.0,11.049845168373164
2691,2111.0,4,4.91,0,1,1,0,0,1.0,1.0,1.7329512438139019
2692,4771.0,4,4.98,1,1,1,0,0,1.5,1.0,1.3554574148542748
2693,3398.0,5,4.75,1,1,1,1,0,1.0,1.0,1.6947859102190408
2694,6113.0,6,4.89,1,1,1,1,0,1.5,1.0,2.0242919732031175
2695,1611.0,2,5.0,0,1,0,0,0,1.0,1.0,5.288169407133852
2696,2578.0,4,5.0,0,1,0,0,0,1.0,1.0,5.054651755078575
2697,3615.0,2,5.0,0,1,0,0,0,1.0,1.0,2.5241833972530414
2698,4337.0,2,5.0,0,1,0,0,0,1.0,1.0,2.590495889173807
2699,5783.0,4,4.86,0,1,0,0,0,1.0,1.0,2.68663214691495
2700,4904.0,2,5.0,0,1,0,0,0,1.0,1.0,1.911645934251752
2701,6789.0,3,4.86,0,1,0,0,0,1.0,1.0,1.9436681249806467
2702,2700.0,5,4.82,1,1,1,0,0,1.5,1.0,5.442245393259208
2704,3180.0,2,4.86,0,1,0,0,0,1.0,1.0,3.3666644575487017
2705,3811.0,2,4.86,0,1,0,0,0,1.0,1.0,3.202559263630043
2706,5086.0,3,4.86,0,1,0,0,0,1.0,1.0,3.356902151417471
2707,5724.0,4,4.86,0,1,0,0,0,1.0,1.0,3.266401870793663
2712,2011.0,2,4.77,0,1,0,0,0,1.0,1.0,1.4994202121942992
2713,3608.0,4,5.0,0,1,0,0,0,1.0,1.0,1.5746837433128138
2716,3335.0,2,4.86,0,1,0,0,0,1.0,1.0,3.7888656320472576
2717,4000.0,2,4.86,0,1,0,0,0,1.0,1.0,3.7801091340607234
2718,5331.0,4,4.86,0,1,0,0,0,1.0,1.0,3.7656434129677914
2719,2382.0,2,5.0,0,1,0,0,0,1.0,1.0,1.7076863668971263
2720,3573.0,3,4.86,0,1,0,0,1,1.0,1.0,1.9412961852953585
2722,3608.0,2,4.86,0,1,0,0,0,1.0,1.0,2.8725080343675615
2723,6613.0,4,4.86,0,1,0,0,0,1.0,1.0,2.7277996860576526
2725,6494.0,5,5.0,0,1,0,0,0,1.0,1.0,2.7641724264973053
2726,2207.0,2,5.0,0,1,0,0,0,1.0,1.0,1.5196365225023651
2727,2648.0,2,5.0,0,1,0,0,0,1.0,1.0,1.348522246990307
2728,3888.0,2,4.86,0,1,1,1,0,1.0,1.0,2.725238564846118
2729,4589.0,2,4.86,0,1,1,1,0,1.0,1.0,2.8153151061933337
2730,6677.0,3,4.86,0,1,1,1,0,1.0,1.0,2.7344368591443486
2731,2935.0,2,4.81,1,1,1,1,0,1.0,1.0,1.884862807852028
2732,3380.0,5,4.82,1,1,1,1,0,1.0,1.0,1.9156135538314452
2733,3230.0,4,4.83,1,1,1,1,0,1.0,1.0,1.7012734032265366
2734,3622.0,5,4.85,1,1,1,1,0,1.0,1.0,1.7114180954803933
2735,957.0,4,4.79,0,1,1,0,0,1.0,1.0,5.7373775761551356
2754,1716.0,2,4.86,0,1,1,0,0,1.5,1.0,1.2415452564794769
2760,2472.0,3,4.88,0,1,1,0,0,1.0,1.0,0.6365697454772044
2763,1750.0,3,4.88,1,1,1,1,0,1.0,1.0,1.0081603286601997
2764,2400.0,2,4.99,1,1,1,0,0,1.0,1.0,1.620230487058407
2766,961.0,5,4.75,1,1,1,0,0,1.0,1.0,3.0785441712355457
2767,3057.0,3,4.88,1,1,1,1,0,1.0,1.0,1.0268682840958907
2768,2971.0,4,4.89,1,1,1,1,0,1.5,1.0,1.0265831645136176
2769,2043.0,3,4.8,0,1,1,1,0,1.0,1.0,4.0631518374523985
2770,6105.0,6,4.73,0,1,1,1,0,2.0,1.0,3.8716611277409148
2773,1804.0,4,4.72,0,1,1,1,0,1.5,1.0,2.721126957783334
2774,5929.0,4,5.0,1,1,1,0,0,2.0,1.0,2.041322848954166
2775,4671.0,4,5.0,1,1,1,1,0,2.0,1.0,0.846999247579381
2776,4440.0,8,4.85,1,1,1,1,0,1.0,1.0,0.9852876497898342
2777,1629.0,2,4.95,0,1,1,0,0,1.0,1.0,3.0297831051321538
2778,2288.0,1,4.82,0,1,1,1,0,1.0,1.0,1.009090588970765
2779,2475.0,2,4.81,0,1,1,1,0,1.0,1.0,1.0447427902658855
2780,3549.0,2,5.0,0,1,1,1,0,1.0,1.0,0.5775141432869748
2781,2200.0,1,4.86,0,1,1,1,1,1.0,0.0,2.1604849102059718
2786,2592.0,6,4.74,0,1,1,0,0,1.5,1.0,2.9007051973063134
2787,2000.0,3,4.98,0,1,1,0,0,1.0,0.87,1.7540828295499642
2788,3650.0,4,4.75,0,1,1,1,0,1.0,1.0,1.0670614381643413
2789,5025.0,6,4.88,0,1,1,1,1,1.0,1.0,0.9718633428865128
2790,2920.0,3,4.66,0,1,1,1,0,1.0,1.0,0.9709618405640428
2791,3658.0,2,4.92,0,1,1,1,0,1.0,1.0,0.5094757893490938
2792,3134.0,4,4.91,0,1,1,1,0,1.0,1.0,1.626366206343286
2793,650.0,1,4.73,1,1,1,0,0,1.0,1.0,11.933862979607422
2794,1299.0,6,4.69,0,1,1,0,0,1.0,1.0,2.2351316942543122
2795,1429.0,3,4.75,1,1,1,1,0,2.0,1.0,0.9568383360792165
2796,1836.0,2,4.86,0,1,1,1,0,1.0,1.0,2.1618201733537297
2800,6211.0,2,5.0,0,1,1,1,0,1.0,1.0,1.0817583850706052
2802,3871.0,3,4.98,1,1,1,1,0,1.0,1.0,1.86937916611784
2804,2038.0,4,4.87,1,1,1,1,0,1.5,1.0,1.7667357339651324
2805,3163.0,4,4.8,1,1,1,1,0,1.0,1.0,1.8048475133754376
2808,1500.0,3,5.0,0,1,0,0,0,1.0,1.0,8.586426970180439
2809,3618.0,6,4.72,1,1,1,1,0,1.5,1.0,1.8096507267379505
2810,3710.0,4,4.97,1,1,1,1,0,1.0,1.0,1.9204159517363566
2811,3843.0,4,4.8,1,1,1,1,0,1.0,1.0,1.8885551582564513
2813,3800.0,6,4.83,0,1,1,0,0,1.5,1.0,0.5508849714500708
2814,650.0,4,4.55,0,1,1,0,1,1.0,1.0,0.6743899026121715
2815,1066.0,2,4.69,0,1,1,0,0,1.0,1.0,0.6791516903211446
2816,1586.0,2,4.68,0,1,1,0,0,1.0,1.0,0.650726319178654
2817,2600.0,3,4.86,0,1,1,0,0,1.0,0.0,5.718988425097699
2818,1674.0,2,4.84,1,1,1,1,0,1.0,1.0,0.08527365080969541
2820,545.0,2,4.88,0,1,1,1,0,1.0,1.0,2.9756852664760887
2821,1502.0,4,5.0,0,1,1,0,0,1.0,1.0,1.024045965333812
2822,1000.0,4,4.5,0,1,1,0,0,1.0,1.0,1.0425209636984314
2823,4611.0,8,4.56,1,1,1,1,0,1.5,1.0,3.987299431942827
2824,1937.0,2,4.5,1,1,1,1,1,1.0,1.0,2.081671361599761
2825,2196.0,2,4.89,0,1,1,1,0,1.0,1.0,1.8007676170861813
2826,1900.0,2,4.86,0,1,1,1,0,1.5,1.0,3.0788114679473413
2827,554.0,2,4.61,1,1,1,0,1,2.5,0.98,3.851092788277753
2829,2657.0,4,4.99,1,1,1,1,0,1.0,1.0,1.7679407277587615
2831,3817.0,3,4.9,0,1,1,1,0,1.0,1.0,0.5775141432869748
2833,1461.0,2,4.67,0,1,1,0,0,1.0,1.0,1.307523818162829
2834,2886.0,4,4.93,1,1,1,0,0,1.5,1.0,1.0192369473506637
2836,3552.0,5,4.74,1,1,1,1,0,1.0,1.0,1.7145143638228144
2838,2886.0,3,4.87,0,1,1,1,0,1.0,0.9,1.8665130886913015
2840,1943.0,8,4.9,0,1,0,0,0,1.5,1.0,1.3174978517431828
2841,1594.0,3,4.88,1,1,1,1,0,1.0,1.0,2.0343069678943273
2842,6764.0,4,4.99,1,1,1,1,0,1.5,1.0,1.6514611232611955
2843,1379.0,2,4.75,0,1,1,0,1,1.5,1.0,5.137506498561759
2844,3545.0,4,4.89,0,1,1,1,0,1.0,1.0,0.6974268545480119
2846,1660.0,2,4.72,1,1,1,1,0,1.0,1.0,0.21161637301617592
2847,990.0,4,4.5,0,1,1,0,0,1.0,1.0,3.0849376406357423
2848,1429.0,3,4.78,1,1,1,1,0,1.0,1.0,1.0240786838719267
2849,1349.0,4,4.72,0,1,1,0,0,1.0,0.0,6.495885515769326
2850,403.0,8,4.45,0,1,1,0,1,10.0,1.0,1.0750651247887124
2852,2271.0,4,4.87,0,1,1,1,0,1.0,1.0,1.31257270965456
2853,4123.0,5,4.94,0,1,1,0,0,2.0,1.0,1.4805031184580024
2854,1552.0,2,4.78,1,1,1,1,0,1.0,1.0,0.06084596022994595
2855,2014.0,2,4.86,1,1,1,1,0,1.0,1.0,1.3685951588898573
2857,800.0,4,4.61,1,1,1,0,0,1.0,1.0,6.037416168532697
2860,2091.0,4,4.89,0,1,1,1,0,1.0,1.0,1.5743569460247715
2861,5129.0,4,5.0,0,1,1,1,0,1.5,1.0,2.3249140951111116
2863,1146.0,4,4.73,1,1,1,0,1,1.0,1.0,3.1824642528960405
2864,1199.0,4,4.77,1,1,1,1,0,1.0,1.0,3.0775653862186716
2865,1057.0,2,4.59,1,1,1,0,0,1.0,1.0,8.13731126576786
2866,2280.0,2,4.8,0,1,1,0,0,1.0,0.8,3.8144879192935215
2867,1874.0,4,4.94,1,1,1,0,0,2.0,1.0,3.196268872120328
2869,2755.0,3,4.83,1,1,1,1,0,1.0,1.0,2.1338065952170577
2871,1186.0,2,4.89,1,1,1,1,1,1.0,1.0,0.9743013409016481
2873,1963.0,2,4.78,1,1,1,1,0,1.5,1.0,3.0970615939871813
2874,1994.0,2,4.81,1,1,1,1,0,1.0,1.0,3.0970615939871813
2875,2500.0,2,4.73,1,1,1,0,0,1.5,1.0,3.0970615939871813
2877,1000.0,4,4.75,1,1,1,1,0,1.0,1.0,1.054189251269737
2878,1000.0,3,4.75,1,1,1,1,0,1.0,1.0,1.0547151050798311
2879,3117.0,4,4.92,0,1,1,0,0,1.5,1.0,2.0192575831159054
2880,957.0,2,4.82,0,1,1,1,0,1.5,1.0,0.42896693003106495
2881,3082.0,4,4.96,1,1,1,0,0,1.0,1.0,2.9064806765656472
2884,3552.0,4,4.94,1,1,1,0,0,1.0,1.0,1.1724813356482027
2885,4624.0,4,5.0,0,1,1,1,0,1.0,1.0,0.5775141432869748
2886,3218.0,2,4.65,0,1,1,1,0,1.0,1.0,0.5775141432869748
2887,4580.0,6,4.99,0,1,1,1,0,2.0,1.0,0.7337943044213745
2888,1400.0,4,4.82,0,1,1,0,1,1.0,1.0,4.916495138315445
2889,700.0,2,4.86,0,1,1,1,0,1.5,1.0,5.016012077700553
2890,1919.0,3,4.82,1,1,1,1,0,1.0,1.0,2.2928010394415614
2894,4196.0,4,4.85,1,1,1,0,0,1.0,1.0,1.9752551568903094
2896,5436.0,2,4.95,1,1,1,0,0,1.5,1.0,3.249531447083843
2897,2857.0,5,4.57,0,1,1,0,0,1.5,1.0,1.375719469345934
2900,5304.0,6,4.99,1,1,1,0,0,2.0,1.0,1.388446491892225
2903,3689.0,9,5.0,0,1,1,1,0,2.0,1.0,2.0235291359408287
2904,2091.0,2,4.92,0,1,1,1,0,1.0,1.0,1.795922672291292
2905,3296.0,6,4.73,1,1,1,1,0,1.0,1.0,1.9186545025772581
2906,2953.0,4,4.93,1,1,1,1,0,1.0,1.0,0.5546312929939482
2907,2154.0,2,4.93,0,1,1,1,0,1.0,1.0,1.8288543299640037
2908,1349.0,2,5.0,0,1,1,1,0,1.0,1.0,0.42597482239693807
2909,2697.0,4,4.86,0,1,1,1,0,2.0,1.0,0.4036398780300922
2910,2942.0,4,5.0,0,1,1,1,0,2.0,1.0,0.24522163841766156
2911,2452.0,4,4.86,0,1,1,1,0,2.0,1.0,0.26482161827449907
2912,1839.0,2,5.0,0,1,1,0,0,1.0,1.0,0.2531770954036353
2914,1349.0,2,4.67,0,1,1,1,0,1.0,1.0,0.17461832165399788
2915,1839.0,2,5.0,0,1,1,0,0,1.0,1.0,0.3046374077223936
2916,1349.0,2,4.86,0,1,1,0,0,1.0,1.0,0.3336074685665993
2917,1349.0,2,5.0,0,1,1,1,0,1.0,1.0,0.5101570660929099
2919,2207.0,2,4.86,0,1,1,0,0,1.0,0.0,7.117666285887628
2921,1349.0,2,5.0,0,1,1,1,0,1.0,1.0,0.36516450632842695
2922,1349.0,2,4.88,0,1,1,1,0,1.0,1.0,0.5981923746706772
2923,3993.0,2,5.0,0,1,1,0,0,1.0,0.25,1.0315318340908999
2924,655.0,2,4.9,1,1,1,0,1,2.5,1.0,9.00086016080779
2927,543.0,1,4.66,1,1,1,0,1,2.5,1.0,9.079575414891004
2929,5876.0,4,4.94,1,1,1,1,0,1.0,1.0,1.6514611232611955
2930,5806.0,6,4.98,0,1,1,1,0,2.5,1.0,2.3225456031239293
2934,2285.0,5,4.78,1,1,1,1,0,1.5,1.0,0.8629661549401559
2937,1850.0,5,4.79,0,1,1,0,0,1.0,1.0,3.860622404291586
2938,2452.0,2,4.89,0,1,0,0,0,1.5,1.0,3.8859414772856558
2939,2000.0,2,4.5,0,1,1,0,0,1.5,1.0,7.236595834884377
2940,5181.0,4,4.95,1,1,1,1,0,2.0,1.0,1.9653640258816194
2942,2557.0,4,4.62,0,1,1,1,0,1.0,1.0,2.363941615753293
2943,2333.0,3,4.94,0,1,1,1,0,1.0,1.0,2.21298745964094
2944,4710.0,6,4.98,1,1,1,0,0,2.0,1.0,1.4293388542165537
2945,2242.0,4,4.66,0,1,1,0,0,1.5,0.98,1.5011119967908662
2946,1604.0,4,4.81,1,1,1,1,0,1.0,1.0,3.3028814422287094
2952,1727.0,2,4.93,0,1,1,1,0,1.0,1.0,1.8143120755878304
2953,730.0,2,4.69,1,1,1,1,1,1.5,1.0,2.3946132065806673
2954,2452.0,2,4.86,0,1,0,0,0,1.0,1.0,7.177697462263498
2955,3494.0,3,4.71,1,1,1,0,0,1.0,1.0,1.8020678386541542
2957,1629.0,2,4.77,0,1,1,0,0,1.0,1.0,1.4911359918210025
2958,5930.0,5,4.99,1,1,1,1,0,2.0,1.0,2.001036433925405
2959,1771.0,2,4.74,1,1,1,1,0,1.5,1.0,1.5320799388194766
2962,3301.0,4,4.9,1,1,1,0,0,1.5,1.0,4.045917249053153
2963,1114.0,1,4.92,1,1,1,0,0,1.5,1.0,2.138326997529805
2964,1054.0,2,5.0,0,1,1,0,0,1.5,1.0,1.093244122723064
2965,3871.0,2,5.0,1,1,1,0,0,1.5,1.0,2.120950344689429
2968,1657.0,2,4.72,0,1,1,1,0,1.5,1.0,1.232739401337131
2969,1971.0,4,4.84,1,1,0,1,0,1.0,1.0,0.6102797686985408
2970,2186.0,4,4.8,1,1,0,1,0,1.0,1.0,0.6099173185128003
2971,2207.0,4,4.85,0,1,1,0,0,1.0,1.0,2.3106376932112243
2972,2143.0,4,4.81,1,1,0,1,0,1.0,1.0,0.607872774028892
2973,2500.0,3,4.86,1,1,1,0,0,1.0,0.9,2.7970773956800414
2977,3700.0,4,4.86,0,1,1,1,0,1.0,1.0,6.347267693529656
2978,3748.0,4,5.0,1,1,1,1,0,1.0,1.0,2.0395014424879307
2979,3358.0,4,4.88,1,1,1,1,0,1.5,1.0,0.8679551734578603
2980,3643.0,5,5.0,0,1,1,0,0,1.0,0.0,0.4029162918925949
2981,2746.0,2,5.0,0,1,0,0,1,1.0,1.0,1.1521612867036455
2983,2011.0,4,4.83,0,1,1,1,0,1.0,0.98,1.1436264237592049
2985,4541.0,6,4.96,1,1,1,1,0,1.5,1.0,2.3519157728300337
2986,2200.0,6,4.75,0,1,1,1,0,1.5,1.0,4.810152963994426
2988,1962.0,2,4.86,0,1,1,1,0,1.0,1.0,0.446182672120444
2990,1349.0,2,4.6,0,1,1,1,0,1.0,1.0,0.6015447382351073
2991,2946.0,4,5.0,0,1,1,1,0,1.0,1.0,1.7011811011875584
2992,1962.0,2,5.0,0,1,1,1,0,1.0,1.0,0.4732019116020392
2993,4004.0,2,4.95,1,1,1,1,0,1.0,1.0,2.3522356279785095
2994,1751.0,2,4.87,0,1,1,1,0,1.0,1.0,1.5245908452965702
2995,3188.0,2,4.92,1,1,1,0,0,1.0,0.98,1.411725361878937
2998,2578.0,2,4.86,1,1,1,0,0,1.0,1.0,0.23282279533199002
3000,2168.0,3,4.62,0,1,1,1,0,1.0,1.0,5.593555616762021
3001,1517.0,2,4.67,0,1,1,1,0,1.0,1.0,5.4347460924657955
3003,1050.0,2,4.65,0,1,1,0,0,1.0,1.0,3.357488332576789
3005,6314.0,2,5.0,0,1,1,1,0,1.0,1.0,0.4620033128590632
3006,2946.0,4,4.97,0,1,1,1,0,1.0,1.0,1.6325641279373382
3007,2613.0,4,4.95,0,1,1,1,0,1.0,1.0,1.6311834982947828
3008,2613.0,4,5.0,0,1,1,1,0,1.0,1.0,1.6105895299927224
3009,2708.0,2,4.93,0,1,1,1,0,1.0,1.0,1.6321228509255519
3010,2708.0,2,4.91,0,1,1,1,0,1.0,1.0,1.632038718555332
3011,2242.0,4,4.95,0,1,1,1,0,1.0,1.0,1.9448223351495155
3013,6286.0,6,4.99,1,1,1,1,0,1.0,1.0,1.1972129418311688
3015,2000.0,9,5.0,0,1,1,0,0,1.5,1.0,1.3944555198424713
3017,1200.0,5,4.75,0,1,0,0,0,1.0,1.0,2.340409894074427
3018,2100.0,4,5.0,0,1,1,0,0,1.0,0.71,1.699012089951672
3021,1751.0,2,4.89,0,1,1,1,0,1.0,1.0,2.522297867370313
3025,2500.0,5,4.8,1,1,1,0,0,1.5,1.0,1.4435050461896253
3026,890.0,3,4.47,1,1,1,1,0,1.0,1.0,1.1689395493020853
3027,1103.0,4,4.78,0,1,0,0,0,1.5,1.0,3.02733283148777
3028,1797.0,2,4.61,1,1,1,0,0,1.0,1.0,0.37485917996550955
3029,2394.0,6,4.94,0,1,1,1,0,1.0,0.97,1.798023876647347
3032,4694.0,8,4.89,1,1,1,0,0,1.5,1.0,1.0618526342570482
3033,4579.0,9,4.78,1,1,1,1,0,2.0,1.0,1.9990261515393148
3034,1360.0,2,5.0,0,1,1,0,0,1.0,0.68,1.4117492167475059
3035,1520.0,2,4.86,0,1,1,0,0,1.0,0.68,1.8176300879329437
3036,3675.0,5,4.8,1,1,1,1,0,1.0,1.0,1.8941411755035102
3037,3065.0,4,4.79,1,1,1,1,0,1.0,1.0,1.9032235992147655
3038,1646.0,2,4.88,1,1,1,1,0,1.0,1.0,3.2207162795222426
3040,2029.0,3,5.0,0,1,1,0,0,1.0,0.87,1.5493472270330346
3041,3449.0,3,5.0,1,1,1,1,0,1.5,1.0,1.9802711647212037
3042,3192.0,2,4.89,1,1,1,1,0,1.5,1.0,1.7738015881055804
3043,4428.0,5,4.86,1,1,1,1,0,1.5,1.0,1.9268958225879715
3044,5135.0,6,5.0,1,1,1,1,0,1.5,1.0,2.0144953632414397
3045,4075.0,8,4.93,1,1,1,1,0,2.0,1.0,1.783688339427394
3046,4021.0,4,5.0,1,1,1,0,0,1.0,0.93,1.9687237166803386
3047,2384.0,4,4.98,0,1,1,1,0,1.5,0.97,1.794580678353313
3048,2241.0,6,4.94,0,1,1,1,0,1.0,0.97,1.8725633027368327
3052,5133.0,6,4.96,0,1,1,1,0,2.0,1.0,0.7744033131688267
3054,5076.0,6,5.0,1,1,1,0,0,1.5,0.9,1.69496192109005
3055,5930.0,6,4.93,0,1,1,1,0,1.0,1.0,2.2581410330525458
3056,1737.0,2,4.77,1,1,1,1,0,1.5,1.0,1.479286846750835
3057,1822.0,3,4.71,1,1,1,1,0,1.5,1.0,1.3811168784912413
3058,1891.0,2,4.76,1,1,1,1,0,1.5,1.0,1.2750357654928932
3059,2032.0,3,4.65,1,1,1,1,0,1.5,1.0,1.343055523973621
3060,3087.0,4,4.85,1,1,1,1,0,1.0,1.0,2.3530391641895965
3061,4039.0,7,4.86,0,1,1,1,0,1.0,0.97,0.7876139308126883
3063,5811.0,7,4.6,0,1,1,1,0,1.0,0.9,1.879179082555337
3064,4298.0,5,4.9,0,1,1,1,0,1.0,0.9,1.9067738817381605
3067,4114.0,4,4.88,1,1,1,0,0,1.0,1.0,2.400435981414077
3068,1772.0,5,4.84,1,1,1,1,0,1.0,1.0,1.4997010502871175
3070,5143.0,4,5.0,0,1,1,1,0,1.0,1.0,1.8061840332463999
3072,3415.0,6,4.44,0,1,1,0,1,11.0,0.9,1.1407773902379477
3074,4694.0,8,4.95,1,1,1,0,0,1.5,1.0,1.0618526342570482
3076,1825.0,4,4.9,0,1,1,1,0,1.0,1.0,0.8928476930039295
