,price,accommodates,review_scores_location,host_is_superhost_t,host_has_profile_pic_t,host_identity_verified_t,instant_bookable_t,bathroom_type_shared,bathrooms,host_response_rate,distance_from_city_center_km
5532,2643.0,6,4.91,1,1,1,0,0,1.5,0.7,6.81192092775229
5533,2000.0,2,4.67,0,1,1,0,1,1.0,1.0,1.1429171479843077
5534,3503.0,4,5.0,1,1,1,1,0,1.5,1.0,1.7541628000562932
5535,5002.0,4,4.73,1,1,1,1,0,1.0,1.0,0.8426627252167194
5536,5149.0,2,4.71,1,1,1,1,0,1.0,1.0,0.7158359824528224
5537,3237.0,2,4.84,1,1,1,1,0,1.0,1.0,0.6919368016194747
5538,4554.0,2,5.0,1,1,1,1,0,1.0,1.0,0.6862464571206662
5539,3048.0,2,5.0,1,1,1,1,0,1.0,1.0,0.7098049979712665
5540,4133.0,4,5.0,0,1,1,0,0,1.5,0.8,2.17405196952681
5541,1839.0,2,4.7,0,1,1,0,0,1.0,0.8,1.7778284416595207
5543,1742.0,4,4.77,0,1,1,1,0,1.0,1.0,2.3594491734319676
5544,5383.0,4,4.58,0,1,1,1,0,1.5,0.95,3.108012674747694
5545,1927.0,2,4.97,0,1,1,0,0,1.0,0.8,1.6813092046469407
5546,3257.0,6,4.98,1,1,1,0,0,1.0,1.0,1.3835288336427312
5548,2130.0,2,4.47,1,1,1,1,0,1.0,1.0,2.443326807048851
5550,1959.0,6,4.84,1,1,1,1,0,1.5,1.0,0.6552252581944952
5551,2567.0,4,4.9,1,1,1,0,0,1.0,1.0,2.0996064841571704
5553,1900.0,5,4.99,1,1,1,1,0,1.0,1.0,1.5670698510164172
5555,2228.0,3,4.74,1,1,1,1,0,1.0,1.0,2.5586984972788764
5556,2032.0,2,4.73,1,1,1,1,0,1.0,1.0,2.4009427619144397
5557,3893.0,5,4.91,1,1,1,1,0,1.0,1.0,1.553113783533901
5558,2354.0,2,4.99,1,1,1,1,0,1.0,0.98,2.526687364623077
5559,1923.0,6,4.97,1,1,1,1,0,1.0,1.0,1.5670698510164172
5566,3251.0,3,4.88,1,1,1,0,0,1.0,1.0,1.7541628000562932
5567,6736.0,6,4.84,1,1,1,1,0,1.0,1.0,1.6750546317226507
5568,1350.0,2,4.64,0,0,1,0,0,1.0,1.0,3.166911942863304
5569,1486.0,2,4.69,0,1,1,1,0,1.0,1.0,2.092158177919445
5570,4737.0,4,4.63,0,1,1,1,0,1.5,1.0,1.2531058013249414
5573,3643.0,4,4.94,1,1,1,0,0,1.0,1.0,1.487050078140575
5577,1300.0,3,4.92,0,1,1,1,1,1.0,1.0,0.28827527371949035
5578,1814.0,2,5.0,0,1,1,1,0,1.0,1.0,1.96337217881327
5581,2207.0,2,4.86,0,1,1,0,0,1.0,1.0,3.0137842853877
5582,3700.0,2,4.86,0,1,1,0,0,1.0,0.82,0.6656778362201203
5583,3700.0,2,4.86,0,1,1,0,0,1.0,0.82,0.7884547599567109
5584,3700.0,2,4.86,0,1,1,0,0,1.0,0.82,0.7961872542228766
5585,2855.0,4,4.78,1,1,1,1,0,1.0,1.0,0.40527882252085834
5586,2000.0,2,4.68,1,1,1,0,0,1.0,1.0,3.5750627139006457
5587,1281.0,2,4.69,0,1,1,0,1,1.0,0.6,2.15363278145603
5588,2235.0,3,4.78,1,1,1,0,0,1.0,1.0,5.440684891916981
5589,1300.0,2,4.63,0,1,1,1,1,1.0,1.0,8.634897829936415
5590,2908.0,6,4.77,0,1,1,1,0,1.5,1.0,1.7419248460023997
5591,2064.0,5,4.72,0,0,1,1,0,1.0,1.0,1.9332313579867648
5592,1941.0,2,4.92,1,1,1,1,0,1.0,0.9,2.5603056652041856
5593,3518.0,4,4.82,1,1,1,1,0,1.0,0.9,2.5603056652041856
5594,2488.0,3,5.0,1,1,1,1,0,1.0,0.9,2.5603056652041856
5595,1941.0,3,4.85,1,1,1,1,0,1.0,0.9,2.5603056652041856
5596,1541.0,1,4.88,1,1,1,1,0,1.0,0.9,2.5603056652041856
5597,1941.0,2,4.88,1,1,1,1,0,1.0,0.9,2.5603056652041856
5598,2088.0,3,4.5,1,1,1,1,0,1.0,0.9,2.5603056652041856
5599,3308.0,4,5.0,1,1,1,1,0,1.0,0.9,2.5603056652041856
5601,3510.0,6,5.0,0,1,1,1,0,2.0,1.0,0.6634789823146433
5602,3904.0,4,5.0,1,1,1,0,0,1.5,1.0,1.8289697168637202
5603,3510.0,6,5.0,0,1,1,1,0,2.0,1.0,0.6634789823146433
5605,2357.0,3,4.93,0,1,1,0,0,1.0,1.0,0.9903902936750845
5606,3131.0,6,4.91,0,1,1,1,0,1.0,1.0,1.5366341865571207
5607,2500.0,6,4.94,0,1,1,0,0,1.0,1.0,0.9903902936750845
5608,3519.0,4,4.9,1,1,1,0,0,1.0,1.0,1.9020651420713384
5611,3437.0,4,4.9,1,1,1,0,0,1.0,1.0,1.8829157400133034
5612,1300.0,2,4.92,1,1,1,1,0,1.5,1.0,9.103085634697665
5614,1773.0,4,4.63,0,1,1,0,0,1.0,1.0,0.7441476624647627
5615,5214.0,5,4.81,1,1,1,1,0,2.5,1.0,0.8622970807705463
5617,6130.0,2,4.95,1,1,1,1,0,1.0,1.0,0.7105269138963339
5618,6130.0,2,4.75,1,1,1,1,0,1.0,1.0,0.7555368853444283
5619,5048.0,5,4.95,1,1,1,1,0,1.5,1.0,1.8947949054880522
5620,2914.0,4,4.95,1,1,1,1,0,1.0,1.0,2.631171229031783
5621,3279.0,6,4.8,0,1,1,1,0,2.0,1.0,0.6634789823146433
5622,3160.0,6,5.0,0,1,1,1,0,2.0,1.0,0.6634789823146433
5624,1473.0,2,4.73,1,1,1,0,0,1.0,1.0,1.2305046282884036
5625,3600.0,2,4.86,0,1,0,0,0,1.0,1.0,1.4824863718542942
5626,3929.0,6,4.89,1,1,1,0,0,2.0,1.0,1.5790522869054793
5627,2035.0,2,4.79,1,1,1,1,0,1.0,1.0,2.631171229031783
5628,2988.0,5,4.88,1,1,1,1,0,1.0,1.0,2.7653644174255505
5629,3678.0,5,5.0,0,1,1,1,0,1.0,1.0,1.0935307153621525
5632,3380.0,4,4.91,1,1,1,1,0,1.5,1.0,0.8345823850464719
5633,1954.0,2,4.63,1,1,1,0,0,1.0,0.6,2.0196744069535186
5634,1999.0,1,5.0,0,0,0,0,1,1.0,1.0,1.3889780217927943
5635,3656.0,5,4.98,1,1,1,1,0,1.0,1.0,1.5290347274939138
5639,1923.0,2,4.9,1,1,1,1,0,1.0,1.0,1.7020034931893415
5640,6130.0,2,5.0,1,1,1,1,0,1.0,1.0,0.6912251407689003
5641,6130.0,2,4.86,1,1,1,1,0,1.0,1.0,0.8200769216165713
5642,2746.0,2,4.82,1,1,1,1,0,1.0,1.0,1.1752354430660794
5643,2848.0,2,4.9,1,1,1,1,0,1.0,1.0,1.1637016568057168
5644,2000.0,2,4.75,1,1,1,1,0,1.0,1.0,9.397087554307305
5647,1343.0,2,4.65,0,1,1,0,0,1.0,1.0,2.207977956758091
5648,2175.0,4,5.0,1,1,1,0,0,1.0,1.0,0.9777077545033331
5649,3048.0,4,4.75,0,1,1,1,0,1.0,1.0,0.6634789823146433
5654,1811.0,3,4.64,0,1,1,1,0,1.0,1.0,0.5666833107660605
5655,1885.0,3,4.5,0,1,1,1,0,1.0,1.0,0.5666833107660605
5656,1667.0,2,4.86,1,1,1,1,0,1.0,1.0,0.49402885094006554
5657,2171.0,2,4.84,1,1,1,0,0,1.0,1.0,4.086499221617733
5687,3160.0,4,4.8,0,1,1,1,0,1.0,1.0,0.6634789823146433
5688,2809.0,4,4.8,0,1,1,1,0,1.0,1.0,0.6634789823146433
5689,4210.0,4,4.75,0,1,1,1,0,1.0,1.0,0.6634789823146433
5692,1828.0,4,4.61,0,1,1,1,0,1.0,1.0,3.7880816439610716
5693,1450.0,2,4.7,0,1,1,0,0,1.5,1.0,0.7381412622800424
5694,1923.0,2,4.84,1,1,1,1,0,1.0,1.0,3.064335672423478
5695,1111.0,3,4.77,1,1,1,0,1,1.0,1.0,3.1627174785279646
5696,2243.0,2,4.79,1,1,1,0,0,1.0,1.0,1.6999693990859797
5697,6000.0,6,4.86,0,1,1,1,0,1.5,0.2,2.734664601313228
5698,2800.0,3,5.0,0,1,1,0,0,1.0,0.2,1.173235194758583
5699,1528.0,4,4.83,0,1,1,1,0,1.0,1.0,6.780992764430437
5700,1416.0,2,4.77,1,1,1,1,0,1.5,1.0,1.2531233487978148
5701,2929.0,3,4.57,1,1,1,1,0,1.0,1.0,3.034039041070159
5702,2469.0,4,4.88,1,1,1,1,0,1.0,1.0,2.631171229031783
5706,2350.0,2,4.87,1,1,1,1,0,1.0,1.0,1.6959744760428852
5707,1200.0,4,5.0,0,1,0,0,0,1.0,1.0,2.9958097778039585
5708,1799.0,2,4.86,1,1,1,1,0,1.5,1.0,0.5843225792739909
5709,3519.0,6,4.86,0,1,1,0,0,1.0,1.0,2.734659715196482
5710,1885.0,4,4.62,0,1,1,1,0,1.0,0.97,0.548826032813214
5712,3729.0,4,5.0,1,1,1,1,0,1.0,1.0,2.1631233840469615
5715,4123.0,4,4.81,0,1,1,1,0,1.0,1.0,0.7632578869696517
5716,2257.0,3,4.63,0,1,1,0,0,1.0,1.0,4.703383781959791
5718,3257.0,4,5.0,0,1,1,1,1,3.5,1.0,1.0512885235340506
5719,2151.0,2,4.93,1,1,1,0,0,1.0,1.0,1.295892503822838
5720,2414.0,3,5.0,0,1,1,0,0,1.0,1.0,3.062312686356933
5721,3471.0,5,5.0,0,1,1,0,0,1.0,1.0,2.1916839174313485
5723,2729.0,2,4.9,0,1,1,1,0,1.0,1.0,0.6669077500270666
5724,1921.0,2,4.86,1,1,1,0,0,1.0,1.0,7.9071462837598325
5725,1312.0,4,4.75,0,1,1,1,0,1.0,1.0,3.8758057758612776
5734,1350.0,2,4.77,0,1,1,1,0,1.0,1.0,0.6646364058046701
5735,5729.0,8,5.0,1,1,1,0,0,1.0,1.0,1.2436001160476697
5737,3700.0,2,4.86,0,1,1,0,0,1.0,0.82,0.6535634886321079
5738,3700.0,2,4.86,0,1,1,0,1,1.0,0.82,0.787834901107762
5739,6186.0,8,4.86,1,1,1,0,0,1.0,1.0,1.3729017727325399
5740,3429.0,2,4.91,0,1,1,0,0,1.0,1.0,2.0148920647663373
5741,3700.0,2,4.86,0,1,1,0,0,1.0,0.82,0.6541108079127554
5742,3926.0,8,4.95,1,1,1,0,0,1.0,1.0,1.1207638010897558
5743,1300.0,4,4.57,0,1,1,1,0,1.0,0.9,0.7538446732736388
5744,2983.0,8,5.0,1,1,1,0,0,1.0,1.0,1.203642194243229
5745,1500.0,2,4.92,1,1,1,1,1,1.0,1.0,0.42903664943603853
5748,952.0,2,4.79,1,1,1,1,1,1.0,1.0,0.49850422403784134
5752,2500.0,4,5.0,1,1,1,1,0,1.0,1.0,1.7204219254897046
5753,1874.0,4,4.81,0,1,1,1,0,1.0,1.0,2.9840443067803872
5754,1619.0,4,5.0,0,1,1,0,0,1.0,0.46,2.6418551680194824
5755,3030.0,6,4.92,1,1,1,1,0,1.5,1.0,2.514764654769313
5756,1114.0,2,4.84,1,1,1,1,1,1.5,1.0,1.8723547022421714
5758,1114.0,2,4.61,1,1,1,1,1,1.5,1.0,1.7877382613088086
5759,1824.0,2,4.61,1,1,1,0,0,1.0,0.9,1.2054666680592363
5761,4291.0,6,4.86,0,1,1,1,0,1.0,0.0,2.1618201426839487
5762,800.0,4,5.0,0,1,1,1,0,1.0,1.0,2.002246361991871
5763,3286.0,2,4.86,0,1,1,0,0,1.0,0.0,2.16949424634636
5764,2300.0,4,4.71,0,1,1,1,0,2.5,1.0,0.9870921805958226
5765,3000.0,2,4.86,0,0,1,0,0,1.0,0.06,2.676378006921078
5766,1825.0,2,4.85,1,1,1,1,0,1.0,1.0,1.0472167563550312
5767,1874.0,2,4.84,1,1,1,1,0,1.0,1.0,1.0472167563550312
5768,2004.0,2,4.83,1,1,1,1,0,1.0,1.0,1.0472167563550312
5769,2041.0,2,4.92,1,1,1,1,0,1.0,1.0,1.0472167563550312
5770,5317.0,8,4.83,0,1,1,1,0,3.0,1.0,0.6634827050683585
5771,2720.0,2,5.0,1,1,1,0,0,1.0,1.0,2.6905145182695294
5772,2035.0,2,4.78,1,1,1,1,0,1.0,1.0,1.415208433571379
5773,2483.0,2,4.89,1,1,1,1,0,1.0,1.0,1.499817482616226
5775,1972.0,3,4.93,0,1,1,1,0,1.0,0.98,0.8952329997736054
5776,2931.0,6,4.62,0,1,1,1,0,1.5,1.0,1.4485273960796023
5777,1250.0,2,4.85,0,1,0,0,0,1.0,1.0,1.017032736252023
5779,2461.0,2,4.82,0,1,1,0,0,1.0,1.0,0.4717183595370795
5780,3566.0,3,4.73,0,1,1,0,0,1.0,1.0,0.5989733286307499
5781,1755.0,2,4.84,1,1,1,1,0,1.0,1.0,2.9272257066930827
5782,6800.0,6,5.0,1,1,1,1,0,1.0,1.0,1.9862968312690872
5784,2776.0,6,4.63,0,1,1,0,0,1.0,0.46,2.868824847925767
5785,4599.0,6,4.89,1,1,1,1,0,1.0,1.0,2.6311039480309675
5786,4904.0,4,4.89,0,1,1,1,0,1.0,1.0,2.430378399797616
5787,1436.0,2,5.0,1,1,1,0,0,2.0,1.0,2.5410076367012056
5788,2185.0,2,4.75,0,1,1,1,0,1.0,1.0,0.881910284654024
5789,5640.0,4,4.89,1,1,1,1,0,2.0,1.0,2.1869557056872115
5790,1843.0,2,5.0,0,0,0,0,0,1.0,1.0,1.1930581787262395
5791,3857.0,5,4.76,1,1,1,1,0,1.0,1.0,0.46512772022539306
5792,4014.0,6,4.84,1,1,1,0,0,2.0,1.0,2.1305479128698925
5793,2939.0,4,4.79,1,1,1,1,0,1.0,1.0,0.46512772022539306
5794,6992.0,6,4.94,1,1,1,0,0,2.0,1.0,1.9947300922714144
5795,1457.0,2,5.0,1,1,1,1,0,1.0,1.0,3.0821679899133008
5797,4000.0,2,4.67,0,1,1,0,0,1.0,1.0,3.6215729865236144
5803,1344.0,2,4.8,0,1,1,0,0,1.0,1.0,2.2211622191657274
5804,2844.0,2,4.82,1,1,1,1,0,1.0,1.0,0.46530387595515205
5824,2464.0,1,4.5,0,1,1,0,1,1.0,1.0,3.568896684978696
5835,1730.0,4,4.63,0,1,1,1,0,1.0,0.97,0.63905755413579
5836,4140.0,4,5.0,1,1,1,1,0,2.0,1.0,1.8840581593030257
5837,2624.0,3,4.79,1,1,1,1,0,1.5,1.0,0.9395496550477442
5838,1797.0,2,4.89,0,1,1,1,0,1.0,1.0,1.3215252595451386
5839,2914.0,3,4.95,1,1,1,1,0,1.0,1.0,1.7716195654874631
5840,1500.0,3,4.89,0,1,1,0,0,1.5,1.0,5.408286548874971
5841,2173.0,2,4.85,0,1,1,0,0,1.0,1.0,0.48103315707614414
5842,2261.0,4,4.77,0,1,1,0,0,1.0,0.9,1.3571814994235125
5844,4500.0,6,4.86,0,0,1,0,0,2.0,0.06,2.8436652593461638
5845,1470.0,2,4.96,1,1,1,0,0,1.0,1.0,1.1062714255027373
5846,3446.0,5,4.91,0,1,1,1,0,1.0,1.0,1.8231920954563727
5847,2276.0,2,4.83,0,1,1,1,0,1.0,0.8,0.6407121061254748
5848,3327.0,5,5.0,0,1,1,1,0,1.0,0.8,0.6407121061254748
5850,3630.0,6,4.86,0,1,1,1,0,1.0,0.8,0.6917188237504349
5851,3630.0,6,5.0,0,1,1,1,0,1.0,0.8,0.6407121061254748
5852,2183.0,3,4.96,1,1,1,0,0,1.0,1.0,1.2847365970118667
5853,2224.0,2,4.83,1,1,1,0,0,1.0,1.0,1.7346792118474985
5854,4827.0,6,4.91,1,1,1,0,0,2.0,1.0,2.0129827234951447
5855,2506.0,6,4.84,0,1,1,1,0,2.0,1.0,0.896396367398911
5856,1783.0,3,4.83,0,1,1,1,0,1.0,1.0,1.0079986593272685
5857,2186.0,2,4.91,1,1,1,1,0,1.5,1.0,2.405878797920432
5858,2214.0,4,4.78,0,1,1,0,0,1.5,1.0,0.4419674090503056
5859,2557.0,2,4.97,1,1,1,0,0,1.0,1.0,2.536161927765776
5860,2764.0,3,4.79,1,1,1,1,0,1.0,1.0,0.46530387595515205
5861,2245.0,2,4.85,1,1,1,1,0,1.0,1.0,0.46530387595515205
5862,2408.0,2,5.0,1,1,1,0,0,1.0,1.0,2.536161927765776
5864,1514.0,4,5.0,0,1,1,0,0,1.0,1.0,8.162548870644587
5865,2273.0,2,4.96,0,1,1,1,0,1.0,1.0,2.656596948705377
5866,3888.0,4,4.68,1,1,1,0,0,1.0,1.0,1.4979606056906587
5869,3500.0,8,4.83,1,1,1,0,0,1.0,1.0,1.1270617960801412
5870,1654.0,4,4.6,1,1,1,1,0,1.0,1.0,6.382144174351317
5874,2500.0,2,4.86,0,1,0,0,0,1.0,1.0,1.4137522359689922
5875,3026.0,3,4.99,1,1,1,0,0,1.0,1.0,1.5971270682357244
5876,3830.0,6,4.83,1,1,1,1,0,2.0,1.0,1.4153431387204052
5877,3664.0,8,4.81,1,1,1,1,0,1.0,1.0,1.4422178081975565
5878,921.0,2,4.56,0,1,1,0,0,1.5,1.0,5.461693240756056
5879,2985.0,2,5.0,0,1,1,0,0,1.0,1.0,1.9876399211411424
5881,2300.0,2,5.0,1,1,1,1,0,1.0,1.0,2.252280074033437
5882,1331.0,4,4.79,0,1,1,1,0,1.0,1.0,0.5869585329914658
5884,1893.0,4,4.93,1,0,1,0,0,1.0,1.0,2.7275809719757715
5885,2600.0,3,4.86,0,1,1,0,0,1.0,0.2,3.89155691307673
5886,1494.0,4,4.95,1,1,1,1,0,1.0,1.0,0.8576500375017013
5887,1686.0,5,5.0,0,1,1,0,0,1.0,1.0,6.477439900804121
5892,2652.0,4,4.77,1,1,1,1,0,1.0,1.0,0.46530387595515205
5893,5598.0,7,4.88,1,1,1,1,0,1.0,1.0,0.46530387595515205
5895,2410.0,4,4.64,1,1,1,1,0,1.0,1.0,1.8306292936204658
5896,3752.0,6,5.0,0,1,1,1,0,2.0,1.0,0.44719483762749723
5898,1919.0,2,4.82,1,1,1,1,0,1.0,1.0,1.9244521390116593
5899,4964.0,6,4.81,1,1,1,1,0,1.0,1.0,0.46530387595515205
5901,2300.0,2,5.0,0,1,1,0,0,1.5,0.83,1.5334319264710463
5902,1243.0,2,4.96,1,1,1,0,0,1.5,1.0,8.640041111925854
5903,1243.0,4,4.45,0,1,1,1,0,1.0,1.0,1.227496717279564
5905,2035.0,3,4.83,1,1,1,1,0,1.0,1.0,0.9932419235960919
5906,2427.0,4,4.95,1,1,1,1,0,1.0,1.0,0.9475508227814984
5907,2443.0,4,4.74,1,1,1,0,0,1.5,0.9,2.196235500717814
5908,2986.0,2,5.0,0,1,1,0,0,1.0,1.0,2.061248483978755
5909,3468.0,4,4.95,0,1,1,0,0,1.5,1.0,0.654391450270903
5910,2951.0,4,4.67,1,1,1,1,0,1.0,1.0,15.467502574737525
5911,3258.0,5,4.8,0,1,1,1,0,1.5,1.0,0.654391450270903
5912,3007.0,4,4.95,0,1,1,1,0,1.5,1.0,2.0813447753990166
5913,2702.0,7,4.7,1,1,1,1,0,2.0,1.0,1.5191144242487582
5914,2500.0,3,5.0,0,1,1,0,0,1.0,1.0,2.402111432870574
5915,3129.0,2,4.86,1,1,1,0,0,1.0,1.0,3.6212664194693307
5916,5492.0,8,4.63,1,1,1,1,0,1.5,1.0,0.46530387595515205
5917,2743.0,2,4.88,0,1,1,0,0,1.0,1.0,0.6043918285717643
5919,1543.0,4,4.78,0,1,1,0,0,1.0,1.0,8.732510945084138
5920,4431.0,5,4.99,1,1,1,1,0,1.0,0.98,2.423881105178528
5921,1944.0,2,4.84,1,1,1,0,0,1.0,0.98,1.8149921362977826
5922,4000.0,4,4.86,0,1,1,0,0,1.0,0.2,1.7428845741855459
5923,1335.0,4,4.55,0,1,1,0,0,1.0,0.98,2.1841775098277587
5925,1335.0,2,4.61,0,1,1,1,0,1.0,0.98,1.8122450062678999
5926,1371.0,2,4.71,0,1,1,1,0,1.0,0.98,1.7283079219983188
5927,1254.0,3,4.5,0,1,1,1,0,1.0,0.98,1.773495359404232
5928,2606.0,2,4.95,1,1,1,1,0,1.0,1.0,1.6527191632963638
5930,6714.0,8,4.81,1,1,1,1,0,2.0,1.0,1.6889628236552336
5931,1286.0,3,4.55,1,1,1,0,0,1.0,1.0,4.670365086051399
5933,1335.0,2,4.6,0,1,1,1,0,1.0,0.98,1.722044880454947
5934,1335.0,2,4.5,0,1,1,1,0,1.0,0.98,1.868711501323987
5936,4743.0,6,4.97,1,1,1,1,0,2.0,1.0,1.2155328523839082
5937,1984.0,4,4.95,0,1,1,0,0,1.0,1.0,2.768358634689816
5940,2500.0,3,4.92,0,1,1,0,0,1.5,0.4,1.7363811169901566
5943,2954.0,4,4.83,0,1,1,0,0,1.0,1.0,6.86486700403762
5945,2802.0,2,4.58,0,1,1,1,0,1.0,0.67,2.4827375054996548
5946,2907.0,4,4.92,1,1,1,1,0,1.0,1.0,1.4966870696336343
5948,2012.0,3,4.8,0,1,0,0,0,1.0,1.0,1.2399585277889886
5951,2500.0,4,4.85,1,1,1,0,0,1.0,1.0,1.673844327515569
5952,1600.0,5,4.67,0,0,1,0,0,1.0,1.0,8.146922339590748
5953,5500.0,3,4.86,0,1,1,0,0,1.0,0.2,6.446700657198952
5954,3400.0,2,4.86,0,1,1,0,0,1.0,0.2,6.477552334715585
5955,1600.0,2,4.5,0,1,1,0,0,1.0,1.0,1.520905242555571
5962,1335.0,2,4.61,0,1,1,1,0,1.0,0.98,1.6078726489907667
5963,1992.0,3,4.86,1,0,1,0,0,1.0,1.0,1.269383913966472
5964,1335.0,2,4.44,0,1,1,1,0,1.0,0.98,1.6159924622275383
5966,1714.0,2,4.74,1,1,1,1,0,1.0,1.0,0.5667557993399229
5968,4833.0,5,4.8,0,1,0,0,0,1.0,1.0,1.3265386759545301
5969,1471.0,4,4.52,0,1,1,1,0,1.0,1.0,1.2329670180609205
5970,1913.0,2,4.65,0,1,1,1,0,1.0,0.97,0.6247078990015056
5971,1951.0,4,4.78,0,1,1,1,0,1.0,0.97,0.6043871163206214
5976,1557.0,4,4.6,0,1,1,1,0,1.5,1.0,1.2329670180609205
5977,3676.0,3,4.93,0,1,1,0,0,2.0,1.0,0.8173214954615329
5978,1900.0,4,4.59,0,1,1,0,0,1.0,1.0,7.379843945282472
5980,1714.0,2,4.73,0,1,1,0,0,1.0,1.0,1.2785796723487857
5981,5214.0,6,5.0,0,1,1,0,0,1.5,1.0,3.851280290371717
5982,4671.0,5,4.56,0,1,1,0,0,1.5,1.0,7.274025633692184
5987,2050.0,2,4.6,0,1,1,0,0,1.0,1.0,4.048649336172803
5990,458.0,2,4.85,1,1,1,0,0,1.0,1.0,6.406620115470936
5991,3471.0,2,4.88,1,1,1,0,0,1.5,1.0,2.2964878083197946
5994,4249.0,5,4.91,0,1,1,1,0,1.0,1.0,0.8554392257861232
5995,2967.0,6,4.88,0,1,1,1,0,1.0,1.0,2.1833833716362374
5996,4500.0,6,4.86,0,0,1,0,0,1.0,0.06,2.8075081402201403
5997,1646.0,3,4.86,0,1,1,1,0,1.0,1.0,0.5465932310786928
5999,2680.0,4,4.82,1,1,1,0,0,1.0,1.0,8.320355651060316
6000,2250.0,5,4.76,1,1,1,1,0,1.0,1.0,4.387074674330791
6001,2571.0,2,4.75,0,1,1,1,0,1.0,1.0,9.086020195717209
6002,2213.0,2,5.0,1,1,1,0,0,1.0,1.0,1.512663254857819
6004,2000.0,2,5.0,1,1,1,0,0,1.0,1.0,3.2133070426069774
6005,4764.0,6,4.93,1,1,1,1,0,1.5,1.0,1.1661429984253278
6006,4193.0,8,4.67,0,1,1,1,0,2.0,1.0,3.1158074827061615
6007,1899.0,6,5.0,0,0,1,1,0,1.0,1.0,3.7907596961055625
6008,5571.0,5,4.92,1,1,1,1,0,2.5,1.0,1.3706112969760957
6009,1986.0,3,5.0,0,1,1,0,0,1.0,0.87,1.6167508759599891
6011,1375.0,2,4.58,0,1,1,1,0,1.0,0.98,1.8473287767968125
6012,1335.0,2,4.61,0,1,1,1,0,1.0,0.98,1.6646678102422967
6013,1375.0,2,4.72,0,1,1,1,0,1.0,0.98,1.7425849750761069
6014,2848.0,2,4.85,1,1,1,1,0,1.0,1.0,1.584893004721329
6016,1986.0,3,4.86,1,1,1,0,0,1.0,1.0,1.6210143005222222
6017,1915.0,4,5.0,1,1,1,1,0,1.5,1.0,2.479495119864913
6022,1900.0,5,4.65,0,1,1,0,0,1.5,1.0,1.6514821740982746
6024,1675.0,4,4.74,0,1,1,1,0,1.0,0.95,3.0429413283578737
6025,2960.0,4,4.97,1,1,1,1,0,1.0,1.0,1.6527191632963638
6026,5386.0,4,4.58,0,1,1,0,0,1.0,1.0,0.4222208801793746
6027,3086.0,3,4.71,0,1,1,0,0,1.0,1.0,0.5123530176570977
6028,1559.0,4,4.59,0,1,1,1,0,1.0,0.97,0.620504834973771
6034,1900.0,2,5.0,0,0,0,0,0,1.0,1.0,1.101624429308156
6035,3198.0,4,4.62,0,1,1,1,0,1.0,1.0,1.9886200609788622
6036,4400.0,6,4.93,1,1,1,1,0,2.0,1.0,2.5287109352767168
6037,1500.0,4,4.86,1,1,1,1,1,1.0,1.0,2.742833722310115
6038,1399.0,2,5.0,1,1,1,0,0,1.0,1.0,1.5500774200372445
6040,2433.0,2,4.88,0,1,1,0,0,1.0,1.0,0.6027693909564743
6041,2405.0,2,4.67,0,1,1,0,0,1.0,1.0,0.5616960607494004
6042,2442.0,2,5.0,1,1,1,0,0,1.0,1.0,1.8147591149996247
6043,1500.0,2,4.84,1,1,1,0,0,1.0,1.0,3.0642180259876395
6044,1524.0,2,4.43,0,1,1,1,0,1.0,1.0,1.4344366858567748
6045,6357.0,4,4.92,1,1,1,1,0,1.0,1.0,0.5215388477973347
6046,3759.0,4,4.8,1,1,1,1,0,1.0,1.0,2.6311039480309675
6049,1790.0,4,4.62,0,1,1,1,0,1.0,0.97,0.620504834973771
6052,1892.0,2,4.65,0,1,1,1,0,1.0,1.0,2.0504304983870743
6053,4229.0,4,4.93,1,1,1,0,0,2.0,1.0,1.512466717146667
6054,2522.0,2,4.61,0,1,1,1,0,1.0,0.86,0.5263533575891771
6055,1769.0,3,4.74,0,1,1,1,0,1.0,1.0,0.5683221200317636
6056,3205.0,3,4.73,0,1,1,1,0,1.0,0.86,0.675699221869342
6057,2125.0,2,4.86,0,1,1,0,0,2.5,1.0,3.0017610001247563
6058,3328.0,4,4.64,1,1,1,0,0,1.0,1.0,8.859249827582142
6066,1399.0,2,4.84,1,1,1,1,0,1.0,1.0,0.2790825243786774
6067,2669.0,3,4.98,1,1,1,1,0,1.0,0.98,2.4560442939987355
6068,2085.0,2,4.89,1,1,1,1,0,1.0,1.0,0.8985368800196326
6069,2414.0,4,4.45,0,1,1,0,0,1.0,1.0,5.011088956077146
6070,5111.0,3,5.0,0,1,1,1,0,1.5,1.0,2.566199285337554
6072,2010.0,2,4.91,1,1,1,0,0,1.0,1.0,2.031001694728718
6073,1943.0,4,4.58,1,1,1,0,0,2.0,1.0,12.42034579979744
6074,6239.0,4,5.0,1,1,1,0,0,1.0,1.0,3.004650984741812
6078,1364.0,2,5.0,0,1,1,0,0,1.0,1.0,1.902618715522058
6081,1700.0,4,4.7,1,1,1,0,0,1.0,1.0,3.9443299760667396
6083,3225.0,4,4.97,1,1,1,0,0,1.0,1.0,1.4474794706640244
6084,3363.0,2,5.0,1,1,1,0,0,1.0,1.0,0.3916957353727474
6085,3700.0,5,4.86,0,1,1,1,0,1.5,1.0,8.297571054394323
6086,2378.0,4,4.83,1,1,1,1,0,1.0,1.0,1.1136879921702607
